chem_code,chem_name
1712,"2,6-Dinitro-4-Octylphenyl Crotonate"
221,"2,4-Dinitrophenol"
2526,Dinobuton
344,Dinocap
90344,"Dinocap, Other Related"
3743,"Alpha-(Ortho,Para-Dinonylphenyl)-Omega-Hydroxypoly(Oxyethylene)"
5895,"Alpha-(Ortho,Para-Dinonylphenyl)-Omega-Hydroxypolyoxy(Ethylene) Phosphate"
238,Dinoseb
239,"Dinoseb, Amine Salt"
240,"Dinoseb, Ammonium Salt"
1445,"Dinoseb, Sodium Salt"
235,"Dinoseb, Triethanolamine Salt"
5822,Dinotefuran
3176,Dioctadecyl Dimethyl Ammonium Chloride
2527,Dioctyl Adipate
1710,Dioctyl Dimethyl Ammonium Chloride
223,Dioctyl Phthalate
2528,Dioctyl Terephthalate
4067,Dioxacarb
2529,Dioxane
5786,"1,7-Dioxaspiro-(5,5)-Undecane"
192,Dioxathion
90192,"Dioxathion, Other Related"
4068,Dioxin
225,Diphacinone
1636,"Diphacinone, Sodium Salt"
226,Diphenamid
228,Diphenylamine
501,Di(Phenylmercuric) Dodecenyl Succinate
3171,Diphenyl Methane
1796,Diphenyl Sulfide
5778,Dipotassium Salt Of Phosphorous Acid
2532,Dipropetryn
1004,Dipropylene Glycol
2533,Dipropylene Glycol Ether
1776,Dipropylene Glycol Methyl Ether
681,Dipropyl Isocinchomeronate
229,Diquat Dibromide
967,Disodium Cyanodithioimido Carbonate
3172,"Disodium 4-Dodecyl-2,4'-Oxydibenzene Sulfonate"
3173,Disodium Edta-Copper
1592,Disodium N-(2-Hydroxyethyl) Iminodiacetate
1608,Disodium Mono Ethanolamine Phosphate
5053,Disodium Octaborate Anhydrous
1800,Disodium Octaborate Tetrahydrate
3175,"Disodium 2,2'-Oxybis(4-Dodecylbenzene)Sulfonate"
1790,Disodium Phosphate
5811,Disodium Salt Of Ethylenediaminetetraacetic Acid Dihydrate
5776,Disodium Salt Of Phosphorous Acid
3643,Disproportioned Resin
230,Disulfoton
6043,Disulfoton Sulfone
3177,Di(Tallowalkyl)Dimethyl Ammonium Chloride
3178,"N,N'-Ditallow-N''-Methyl-N'''-Polyethoxyamido Ammonium  Methosulfate Salt"
2308,Dithiopyr
231,Diuron
2535,Dixanthogen
632,Dmpa
3644,Dmp (Dimethyl Amino Methyl Phenols) - Epoxy Curing Agents
533,"Dnoc, Sodium Salt"
1851,"E,E-8,10-Dodecadien-1-Ol"
6019,"(E,Z)-7,9-Dodecadien-1-Yl Acetate"
6121,"(Z,E)-7,9,11-Dodecatrienyl Formate"
2253,Z-8-Dodecenol
92253,"8-Dodecene-1-Ol, Other Related"
2252,E-8-Dodecenyl Acetate
2141,(E)-9-Dodecenyl Acetate
2251,Z-8-Dodecenyl Acetate
2142,(Z)-9-Dodecenyl Acetate
1599,Dodecyl Alkyl Sulfonate
3180,Dodecylamine Acetate
2002,Dodecylamine Lactate
2003,Dodecylamine Salicylate
857,Dodecyl Ammonium Methanearsonate
941,Dodecylbenzene Sulfonic Acid
2536,"Dodecylbenzene Sulfonic Acid, Amine Salt"
2537,"Dodecylbenzene Sulfonic Acid, Calcium Salt"
1038,"Dodecylbenzyl Alkyl (70%C12, 30%C14) Dimethyl Ammonium Chloride"
918,Dodecylbenzyl Trimethyl Ammonium Chloride
1167,Dodecyl Dimethyl Benzyl Ammonium Chloride
1446,Dodecyl Dimethyl Benzyl Ammonium Naphthenate
3181,Dodecyl Diphenyl Ether Disulfonic Acid
1047,Dodecyl Guanidine Hydrochloride
2048,Alpha-Dodecyl-Omega-Hydroxypoly(Oxyethylene)
5910,Alpha-Dodecyl-Omega-Hydroxypoly(Oxyethylene) Phosphate
3580,"Alpha-Dodecyl-Omega-Hydroxypoly(Oxyethylene) Phosphate, Ammonium Salt"
3323,"Dodecylphenol, Mixed Isomers"
1737,Dodecyl Phenoxy Benzene Disulfonate
1948,"Dodecyl Phenoxy Benzene Sulfonic Acid, Sodium Salt"
1879,Alpha-(Para-Dodecylphenyl)-Omega-Hydroxypoly(Oxyethylene)
5870,Alpha-(Dodecylphenyl)-Omega-Hydroxypoly(Oxyethylene) Phosphate
3798,"Alpha-(Dodecylphenyl)-Omega-Hydroyxpoly(Oxyethylene) Phosphate, Sodium Salt"
3183,"N-Dodecyl Sarcosine, Sodium Salt"
2120,Dodemorph Acetate
245,Dodine
3645,Dog Or Cat Collars
3647,"Douglas Fir Bark, Ground"
2538,Dowanol Desg Solvent
2539,Dow Corning Antifoam Y-30 Emulsion
2540,Dow Corning Db-110a-Antifoam Emulsion
2541,Dow Corning Fg-10
3184,Doxorubicin
2503,Dichlorprop
923,"Dichlorprop, Butoxyethanol Ester"
2242,"2,4-Dp, Diethanolamine Salt"
2247,"2-(2,4-Dp), Dimethylamine Salt"
5061,"2,4-Dp, 2-Ethylhexyl Ester"
1820,"2,4-Dp, Isooctyl Ester"
789,"2,4-Dp, Triethanolamine Salt"
5336,"2,4-Dp-P, Dimethylamine Salt"
5337,"2,4-Dp-P, Isooctyl Ester"
2542,Drewplus L-768
1315,Dried Blood
1976,Dry Milk Solids
251,Dsma
1671,Dulcite
1913,Dyestuffs
1964,Edifenphos
1702,Edta
889,"Edta, Ammonium Salt"
1135,"Edta, Copper Complex"
1613,"Edta, Diammonium Copper Salt"
3187,"Edta, Diethanolamine Salt"
954,"Edta, Disodium Salt"
3188,"Edta, Disodium Manganese Salt"
3189,"Edta, Disodium Zinc Salt"
3240,"Edta, Iron Chelate"
2013,"Edta, Monoethanolamine Salt"
3350,"Edta, Potassium Salt"
1757,"Edta, Sodium Salt"
1054,"Edta, Tetrapotassium Salt"
759,"Edta, Tetrasodium Salt"
1177,"Edta, Tripotassium Salt"
953,"Edta, Trisodium Salt"
5966,"(E,E)-9, 11-Tetradecadien-1-Yl Acetate"
3648,Eggs
3649,Egg Shells
4020,Emamectin Benzoate
2544,Emcol Al69-49
2545,Emphos Cs-121
2546,Emulgator
5224,Emulsifiable Methylated Vegetable Oil
1514,Emulsifiable Polyethylene
2549,Encap
2337,Encapsulated Delta Endotoxin Of Bacillus Thuringiensis Var. Kurstaki In Killed Pseudomonas Fluorescens
3005,Encapsulated Delta Endotoxin Of Bacillus Thuringiensis Var. San Diego In Killed Pseudomonas Fluorescens
259,Endosulfan
4046,Endosulfan Ii
4047,Endosulfan Sulfate
5813,Endothall
1355,"Endothall, Di (N,N-Diethylalkylamine) Salt"
1904,"Endothall, Di (N,N-Dimethylalkylamine) Salt"
1356,"Endothall, Dipotassium Salt"
260,"Endothall, Disodium Salt"
5808,"Endothall, Mixed Mono- And Di- (N,N-Dimethylalkylamine) Salts"
1354,"Endothall, Mono (N,N-Diethyl Alkylamine) Salt"
2056,"Endothall, Mono [N,N-Dimethyl Alkylamine] Salt"
262,Endrin
4069,Endrin Aldehyde
5029,Endrin Ketone
90262,"Endrin, Other Related"
1927,Epichlorohydrin
263,Epn
6170,Epoxiconazole
2550,Epoxidized Linseed Oil
2551,Epoxidized Soybean Oil
3190,"1,2-Epoxy Butane"
3650,Epoxy Resins
264,Eptc
266,Erbon
90266,"Erbon, Other Related"
1785,Erythromycin Phosphate
2224,Erythrosine B
4040,Esbiothrin
3546,Escorez 1102
2321,Esfenvalerate
2552,Espesol I
873,Essential Oils
2452,Etaconazole
6105,Ethaboxam
2166,Ethalfluralin
1065,Ethanolamine
1626,Ethephon
1793,Ethiolate
268,Ethion
6044,Ethion Monooxon
2292,Etofenprox
1900,Ethofumesate
2553,Ethomeen
404,Ethoprop
2554,2-Ethoxyethanol
1983,2-(2-Ethoxyethoxy) Ethyl 2-Benzimidazole Carbamate
1703,Ethoxylated Amines
5909,"Ethoxylated Lignosulfonic Acid, Sodium Salt"
269,Ethoxyquin
2117,Ethyl Acrylate
5842,Ethyl Acrylate And Methyl Methacrylate Copolymer
8,Ethyl Alcohol
3192,Ethyl Amino Benzoate
3195,Ethyl-O-Amino Benzoate
3196,Ethyl Amyl Ketone
3197,Ethyl Benzene
5359,Ethyl Butylacetylaminopropionate
3652,Ethyl Cellulose
3198,Ethyl Chloride
3653,Ethylene-Acrylic Acid Copolymer
3199,"N,N-Ethylenebis (12-Hydroxy Octadecamide)"
3200,Ethylene Diamine Dodecyl Benzene Sulfonate
3201,Ethylene Diamine Hydro Iodide
278,Ethyl Formate
280,Ethyl Hexanediol
3202,2-Ethyl Hexyl Ammonium Isooctyl Phosphate
3191,"2,2'-(Ethyl Imino) Diethanol"
3203,Ethyl Methacrylate
3204,Ethyl Paraben
1678,Ethyl Thioglycolate And Related Alkyl Mercaptans
472,Ethylan
90472,"Ethylan, Other Related"
270,Ethylene
1950,Ethylene-Acrylic Terpolymer
2557,Ethylene Chlorobromide
968,Ethylenediamine
2062,Ethylene Diamine Acetate
1654,Ethylene Diamine Dihydro Iodide
271,Ethylene Dibromide
274,Ethylene Dichloride
276,Ethylene Glycol
1582,Ethylene Glycol Monomethyl Ether
1232,"Ethylene Glycol, Oleic Ester"
277,Ethylene Oxide
874,Ethylene Oxide - Alkylated Cresol Condensate
2559,Ethylene Thiourea
3228,2-Ethyl Hexanoic Acid
2560,2-Ethyl-1-Hexanol
2115,2-Ethyl Hexyl Acrylate
2561,2-Ethyl Hexyl Oxystearate
1937,"2-Ethylhexyl Sulfate, Sodium Salt"
357,Ethylmercuric Phosphate
2562,Ethyl 3-Methyl-3-Phenylglycidate
2114,"4,4-(2-Ethyl-2-Nitrotrimethylene)Dimorpholine"
2563,Etidronic Acid
5849,Etoxazole
281,Eucalyptus Oil
2095,Eugenol
2353,Evans Blue
5878,Famoxadone
282,Famphur
2269,Farnesol
2012,Fatty Acid And Phosphatic
389,"Fatty Acids, Methyl Esters"
2893,"Fatty Acids (C12-C18), Methyl Esters"
2069,"Fatty Acids, Mixed"
6094,"Fatty Acids, C16-18 And C18-Unsaturated, Branched And Linear"
5881,"Fatty Acids, C16-C18 And C18-Unsaturated, Methyl Esters"
5204,Fatty Acids Derived From Tallow
2565,"Fatty Acids, Ethyl Ester"
3654,Fatty Alcohols (100% C4-C10)
3000,Fd&C Blue No. 1 Aluminum Lake
2566,Fd&C Green No. 3
2567,Fd&C Red No. 40
3655,Feed Supplements
3656,Feldspar
799,"Fenac, Ammonium Salt"
1026,"Fenac, Dimethylamine Salt"
285,"Fenac, Sodium Salt"
5791,Fenamidone
194,Fenaminosulf
1857,Fenamiphos
4070,Fenamiphos Sulfone
4071,Fenamiphos Sulfoxide
1980,Fenarimol
6029,Fenazaquin
3905,Fenbuconazole
1876,Fenbutatin-Oxide
4032,Fenhexamid
2311,Fenoxaprop-Ethyl
5123,Fenoxaprop-P-Ethyl
2283,Fenoxycarb
2234,Fenpropathrin
6077,Fenpyrazamine
5784,Fenpyroximate
2568,Fenridazone-Potassium
181,Fensulfothion
63,Fenthion
599,Fentin Hydroxide
4072,Fenuron
5035,Fenuron Trichloroacetate
1963,Fenvalerate
91963,"Fenvalerate, Other Related"
3657,Fenugreek
288,Ferbam
5093,Fermone Boverin
3205,Ferric Chloride
3206,Ferric Oxide
5950,Ferric Sodium Edta
1811,Ferric Sulfate (Anhydrous)
1307,Ferrous Ammonium Sulfate
289,Ferrous Sulfate
1812,Ferrous Sulfate (Monohydrate)
2569,"Fertilizer, General"
3525,Filter Paper E-D-601-25
3995,Fipronil
6070,Fipronil Amide
6037,Fipronil Sulfide
6038,Fipronil Sulfone
2570,"Fir Needle Oil, Siberian"
2571,Fish Meal
3658,Fish Oil
6035,Flazasulfuron
2572,Flomo 1212
2573,Flomo 4np
2574,Flomo Ta-5
5886,Flonicamid
6142,Florasulam
3659,Flour
2186,Fluazifop-Butyl
5815,Fluazifop-P-Butyl
3898,Fluazinam
5948,Flubendiamide
5803,Flucarbazone-Sodium
1848,Fluchloralin
2168,Flucythrinate
5027,Fludioxonil
6091,Fluensulfone
5293,Flufenacet
3927,Flumetsulam
6074,Flumethrin
5085,Flumetralin
5802,Flumioxazin
5090,Flumiclorac-Pentyl
166,Fluometuron
5949,Fluopicolide
6004,Fluopyram
3207,N-2-Fluorenyl Acetamide
2669,Fluoridamid
1782,"Fluoridamid, Diethanolamine Salt"
1822,Fluorodifen
1651,Fluorophene
5915,Fluoxastrobin
6098,Flupyradifurone
6101,Fluquinconazole
1436,Flurecol-Methyl
2279,Fluridone
5768,Fluroxypyr
5918,"Fluroxypyr, 1-Methylheptyl Ester"
2320,Flurprimidol
2278,Flusilazole
2305,Flutolanil
5971,Flutriafol
2195,Tau-Fluvalinate
6033,Fluxapyroxad
294,Folpet
5086,Fomesafen Sodium
254,Fonofos
5851,Foramsulfuron
5557,Forchlorfenuron
295,Formaldehyde
111,Formetanate Hydrochloride
3208,Formic Acid
1921,"Fosamine, Ammonium Salt"
2210,Fosetyl-Al
1856,Fospirate
2325,Fosthiazate
5926,Fox Urine
2575,Fragrance 1256 H
3007,Fragrance For Mosquito Repellent P-7510
3889,Fragrance Orange 418228
3563,Fragrance Pnlf 6986
3852,Fragrance N-5716
3891,Fragrance Rs-2661
1198,Free Fatty Acids And/Or Amine Salts
1459,Freon 12
5742,Fructose
297,Fumaric Acid
2576,Furaneol 15% P.g.
1522,Furfural
5160,Gamma Aminobutyric Acid
5877,Gamma-Cyhalothrin
3210,Gardol
2213,Garlic
1899,Gasoline
3660,Gelatin
1270,Gentian Violet
309,Geraniol
2579,Germaben Ii
5132,German Cockroach Pheromone
310,Gibberellins
771,"Gibberellins, Potassium Salt"
2580,Givaudan Muquet Pa-6664
5962,Gliocladium Catenulatum Strain J1446
3854,Gliocladium Virens Gl-21 (Spores)
3211,"Alpha-Delta-Glucoheptonic Acid, Sodium Salt"
3661,Glue
3946,Glufosinate-Ammonium
5159,Glutamic Acid
139,Glutaraldehyde
1147,Glycerol
2205,Glyceryl P-Aminobenzoate
6008,Glyceryl Diacetate
3214,Glyceryl Ricinioleate
2582,Glyceryl Stearate
6056,Glycidyl Ether
3662,Glycine Of Tall Oil Fatty Acids
3215,Glycol Distearate
934,Glycolic Acid
3216,Glycol Stearate
3901,Glycoluril
2997,Glyphosate
5810,"Glyphosate, Diammonium Salt"
5972,"Glyphosate, Dimethylamine Salt"
1855,"Glyphosate, Isopropylamine Salt"
2301,"Glyphosate, Monoammonium Salt"
5820,"Glyphosate, Potassium Salt"
2275,"Glyphosate, Sodium Sesqui Salt"
2327,Glyphosate-Trimesium
3663,Granite
5145,Grape Pomace
3217,Graphite
3840,Green M Liquid Dye
1687,Green Vitriol
2583,Ground Corn Cobs
3664,Ground Oats
2584,Ground Rice Hulls
2585,Ground Sesame Plant
6089,Gs-Omega/Kappa-Hxtx-Hv1a (Versitude Peptide)
5077,Gypsy Moth Npv
3666,Guar Gum
3218,Gum Tragacanth
316,Halazone
5019,Halofenozide
3919,Halosulfuron-Methyl
5761,Harpin Protein
2586,H.a.s. Solvent
3667,Hearts Of Corn Flour
317,Heptachlor
4073,Heptachlor Epoxide
90317,"Heptachlor, Other Related"
3219,1-Heptadecenyl-2-(2-Hydroxyethyl)-2-Imidazolinium Chloride
3220,2-(8-Hepta Decenyl)-4-Methyl-2-Oxazoline-4-Methanol
1729,Heptadecyl Hydroxyethyl Imidazoline Phosphate
931,2-Heptadecyl-1-Hydroxyethyl-Imidazolinium Hydrochloride
3221,2-Heptadecyl-1-Methyl-1-(2-Stearoyl Amide) Ethyl) Imidazoliniummethyl Sulfate
4009,Heptamethyltrisiloxane Ethoxylated
5827,"Heptamethyltrisiloxane-1,3-Propanediol Ether, Ethoxylated Propoxylated"
3222,1-Heptanol
3223,2-Heptanone
3668,Heptyl Butyrate
3224,"2-Heptyl-2-Imidazolinium Hydroxide-1-Carboxy Methyloxy Ethyl-1-Carboxy Methyl, Disodium Salt"
320,Hexachloroacetone
90320,"Hexachloroacetone, Other Related"
321,Hexachlorobenzene
2587,Hexachloro Dibenzo-P-Dioxin
2589,"4,5,6,7,8,8-Hexachloro-2,3,3a,7,7a-Hexahydro-4,7-Methano Benzofuran"
2588,"1,4,5,6,7,7-Hexachloro-5-Norbornene-2,3-Dimethanol"
322,Hexachlorophene
413,"Hexachlorophene, Sodium Salt"
1997,"(Z,E)-7,11-Hexadecadien-1-Yl Acetate"
91997,"(Z,E) 7,11-Hexadecadien-1-Yl Acetate, Other Related"
1998,"(Z,Z)-7,11-Hexadecadien-1-Yl Acetate"
91998,"(Z,Z) 7,11-Hexadecadien-1-Yl Acetate, Other Related"
5316,(Z)-11-Hexadecen-1-Yl Acetate
2126,(Z)-11-Hexadecenal
5314,"(Z,Z)-11,13-Hexadecadienal"
5767,(Z)-11-Hexadecen-1-Ol Acetate
6028,"(Z,Z,E)-7, 11, 13 - Hexadecatrienal"
1968,Hexadecyl Cyclopropane Carboxylate
1168,Hexadecyl Dimethyl Benzyl Ammonium Chloride
3225,"2,2'-Hexadecyl Imino Diethanol"
3899,Hexaflumuron
2590,Hexahexyldistannoxane
1384,Hexahydric Alcohol
1670,"Hexahydro-1,3,5-Triethyl-S-Triazine"
1171,"Hexahydro-1,3,5-Tris (2-Hydroxyethyl)-S-Triazine"
1915,"Hexahydro-1,3,5-Tris-2-Hydroxypropyl-S-Triazine"
3226,Hexamethylene Hydrochloride
2591,Hexamine
3227,N-Hexane
3892,"1,6-Hexanediamine"
2592,Hexane Dithiol Diacetate
3229,1-Hexanol
1871,Hexazinone
2593,2-Hexen-1-Ol Acetate
1254,Hexylene Glycol
2303,Hexythiazox
2594,Hi-Sol 15
6146,Homobrassinolide
3231,Homosalate
2595,Honey
2596,Hostaphat Mdar-N-040
6063,Hop Beta Acids
3942,Hostapon T Powder Highly Concentrated
2597,Humic Acid
2203,Hydramethylnon
2598,Hydrazine
4031,Hydrochloride Salt
964,Hydrocortisone
2599,Hydrofluorocarbon 152a
3830,Hydrogenated Castor Oil
3521,Hydrogenated Castor Oil Ethoxylate
3670,Hydrogenated Soybean Oil
329,Hydrogen Chloride
2238,Hydrogen Cyanamide
1794,Hydrogen Peroxide
5146,Hydrogenated Vegetable Oils
1368,"Hydrogenated Wax, Neutral Wax And Alkali Soaps Of Fatty Acids"
2600,Hydrophosphorous Acid
3233,Hydroquinone
2244,Hydroprene
2601,Hydrotreated Paraffinic Solvent
2602,2-Hydroxy Alachlor
4074,3-Hydroxycarbofuran
5835,2-Hydroxycyclohexyl Hexazinone
1664,"1-(2-Hydroxyethyl)-2-Alkyl-2-Imidazoline, Alkyl Derived From Tall Oil Fatty Acids"
2603,1-Hydroxyethyl-1-Benzyl-2-Alkyl Imidazolinium Chloride
1511,Hydroxyethyl Cellulose
3234,2-Hydroxy Ethyl Dimethl 3-Octadecanamido Propyl Ammonium Nitrate
1130,"N-(2-Hydroxyethyl) Ethylene Diamine Triacetic Acid, Copper Salt"
911,"N-(2-Hydroxyethyl)Ethylenediaminetriacetic Acid, Trisodium Salt"
956,N-2-Hydroxyethyl Iminodiacetate
2604,Hydroxyethyl Methyl Sulfone
926,2-Hydroxyethyl Octyl Sulfide
90926,"Hydroxyethyl Octyl Sulfide, Other Related"
3235,Hydroxyl Amine Sulfate
2605,Hydroxyl Phenolic Carboxylic Acid
2606,Hydroxy Mercuri Nitrophenol
1965,"5-Hydroxy Methoxy Methyl-1-Aza-3,7-Dioxabicyclo (3.3.0) Octane"
1662,2-((Hydroxymethyl)Amino) Ethanol
1922,2-((Hydroxymethyl)Amino)-2-Methyl-1-Propanol
1966,"5-Hydroxymethyl-1-Aza-3,7-Dioxabicyclo (3.3.0) Octane"
2306,"Hydroxymethyl-5,5-Dimethyl Hydantoin"
2607,2-(2'-Hydroxy-5-Methyl Phenyl)-Benzotriazole
2608,2-Hydroxy-4-N-Octyl Benzophenone
2609,4'-Hydroxy-M-Phenoxy Benzoic Acid
1967,"5-Hydroxypoly (Methyleneoxy) (74%C2, 21%C3, 4%C4, 1%C5) Methyl-1-Aza-3,7-Dioxabicyclo (3.3.0) Octane"
6117,2-Hydroxy-Propanoic Acid
3236,N-(2-Hydroxy Propyl) Decanamide
5905,2-Hydroxypropyl Guar Gum
2610,"2-(3-Hydroxypropyl)-Hepta-Methyl Trisiloxane, Ethoxylated, Acetate"
1969,Hydroxypropyl Methyl Cellulose
3238,N-(2-Hydroxy Propyl) Octanamide
972,(2-Hydroxypropyl) Thiomethane Sulfonate
2611,"6-Hydroxy-5-((P-Sulfophenyl) Azo-2-Naphthalene Sulfonic Acid,Sodium Salt"
2612,O-(6-Hydroxy-3-Oxo-3h-Xanthen-9-Yl)-9-(O-Carboxyphenyl)-6-Hydroxy-3-Isoxanthenone Benzoic Acid
5030,Hydroxysimazine
3239,Hymecromone
4034,Hymexazol
5845,Hypochlorous Acid
323,Iba
2084,Imazalil
5906,Imazalil Sulfate
2240,Imazamethabenz
5756,Imazamox
5757,"Imazamox, Ammonium Salt"
5911,Imazapic
5097,"Imazapic, Ammonium Salt"
2256,Imazapyr
2257,"Imazapyr, Isopropylamine Salt"
2613,Imazaquin
3006,"Imazaquin, Ammonium Salt"
5109,"Imazaquin, Sodium Salt"
2340,Imazethapyr
2341,"Imazethapyr, Ammonium Salt"
5987,Imazosulfuron
3849,Imidacloprid
5900,Imidacloprid Guanidine
5901,Imidacloprid Olefin
5902,Imidacloprid Olefinic-Guanidine
5903,Imidacloprid Urea
5327,Imiprothrin
6144,Indanofan
5999,Indaziflam
4001,"Indeno[1,2-E][1,3,4}Oxadiazine-4a(3h)Carboxylic Acid,7-Chloro-2,5-Dihydro-2-[[(Methoxycarbonyl)[4-(Trifluoro-Methoxy)Phenyl]Amino]Carbonyl]-Metyl Ester"
5752,Indian Meal Moth Granulosis Virus
3530,Indigo Carmine
2614,Indole
5099,"Indole-3-Butanethioic Acid, S-Phenyl Ester"
5331,Indoxacarb
0,Inert Ingredients
3973,Inert (Voc Reevaluation)
3671,Inorganic Phosphate
2615,Instex 10100 Color Concentrate (Black)
3672,Invert Sugar
3673,Invert Syrup
6060,Iodide
718,Iodine
1938,3-Iodo-2-Propynyl Butylcarbamate
6015,Iodosulfuron-Methyl-Sodium
1518,Alpha-Ionone
2616,Ioxynil
5978,Ipconazole
2081,Iprodione
5938,Iprovalicarb
3523,Irganox 1010
2617,Irganox 1076
655,Iron
5968,Iron Hedta
2618,Iron Oxide Pigment
5014,Iron Phosphate
2282,Isazophos
1422,Isoamyl Acetate
2619,"Isoascorbic Acid, Sodium Salt"
2620,Isobornyl Acetate
2621,Isobutane
5913,1-Isobutoxy-2-Propanol
3241,Isobutyl Acetate
2622,Isobutyl Alcohol
2110,Isobutyric Acid
2414,Isocarbophos
3242,Isodecyl Alcohol
4010,Alpha-Isodecyl-Omega-Hydroxypoly(Oxyethylene)
4008,Alpha-Isodecyl-Omega-Hydroxypoly(Oxyethylene) Phosphate
6114,Isofetamid
2194,Isofenphos
5070,"N-Isononyl-N,N-Dimethyl Decanaminium Chloride"
2216,Alpha-Isooctadecyl-Omega-Hydroxypoly(Oxyethylene)
3008,Isooctyl Acrylate-Stearyl Methacrylate-Acrylic Acid Copolymer
3243,Isooctyl Diphenyl Phosphite
3258,Isooctyl Phosphate
864,Alpha-Isooctylphenyl-Omega-Hydroxypoly(Oxyethylene)
2262,Isooctyl Phthalate
2623,"Isoparaffin, C11-C12"
2624,"Isoparaffin, C12-C14"
1641,Isoparaffinic Hydrocarbons
3244,Isopentane
1681,Isopropalin
3245,Isopropanolamine Nitrite
2190,Z-2-Isopropenyl-1-Methyl Cyclobutane Ethanol
342,Isopropyl Alcohol
3246,Isopropylamine
3247,Isopropylamine Dodecylbenzene Sulfonate
3248,Isopropylamine Methyl Naphthalene Sulfonate
3249,Isopropylamine Salt Of Oleyl Isopropanolamide Sulfosiccinic Acid
3250,Isopropylamine Salt Of Stearoyl Isopropanolamide Sulfosuccinic Acid
3251,Isopropylamine Sulfate
3252,Isopropylamine Sulfonate
3931,"Isopropylated Naphthalenesulfonic Acid, Sodium Salt"
3253,Isopropyl Hydroxyamine Nitrite
1191,Isopropyl Lanolin
2626,Isopropyl Myristate
3255,Isopropyl Palmitate
3256,Isopropyl Phenol
3257,Isostearic Acid
2627,Isostearyl Alcohol
5896,Alpha-Isotridecyl-Omega-Hydroxypoly(Oxyethylene) Phosphate
1435,"2-Isovaleryl 1-1,3-Indandione"
1736,"2-Isovaleryl 1-1,3-Indandione, Calcium Salt"
2289,Isoxaben
3674,Ivory Snow
2146,Jaguar
2629,Kaolin
691,Karbutilate
6197,Kasugamycin Hydrochloride
2071,Kerosene
4075,3-Ketocarbofuran Phenol
1949,Kinoprene
3936,(S)-Kinoprene
2631,Km Spray Oil
5451,Kresoxim-Methyl
1667,Lactic Acid
3538,Lactofen
1400,Lactose
3001,Lagenidium Giganteum (California Strain)
2297,Lambda-Cyhalothrin
1145,Lanolin
2633,Lanolin Oil
3259,Lapyrium Chloride
3675,Lard
2634,Latex Paint
2635,Lauramide/Linoleamide Diethanolamide
5324,Lauric Acid
3676,"Lauric Acid, Barium Cadmium Salt"
3260,Lauric Acid Diethanolamine Salt
3261,Lauric Acid Monoethanolamide
2343,Lauryl Alcohol
2255,N-Lauryl Caprolactam
1169,Lauryl Diethanolamide
3262,Lauryl Diethylene Diamino Glycine
2636,Lauryl Dimethylamine Oxide
1089,Lauryl Methacrylate
3677,Lauryl Methacrylate Polymer
3678,Lauryl Polyoxyethylene Sulfate
1238,Lauryl Pyridinium-5-Chloro-2-Mercapto Benzothiazole
5771,Lauryl Sulfate
2637,Lauryl Sulfate Salts
5017,Lavandin Oil
5967,Lavandulyl Senecioate
2638,Lead
354,"Lead Arsenate, Basic"
353,Lead Arsenate (Standard)
1106,Lead Metasilicate
3264,Lecithin
1271,Lead Monoxide
2639,Leonil Db Powder
1676,Leptophos
91676,"Leptophos, Other Related"
1866,"Levulinic Acid, Chlorinated"
2640,Lignin
1763,Lignin Sulfate (Sodium Salt)
1765,Lignin Sulfonic Acid
2641,"Lignin Sulfonic Acid, Ammonium Salt"
1981,"Lignin Sulfonic Acid, Calcium Salt"
1925,"Lignin Sulfonic Acid, Copper Salt"
1769,"Lignin Sulfonic Acid, Iron Salt"
1926,"Lignin Sulfonic Acid, Magnesium Salt"
1770,"Lignin Sulfonic Acid, Manganese Salt"
1783,"Lignin Sulfonic Acid, Metal Salts"
1768,"Lignin Sulfonic Acid, Zinc Salt"
1771,"Lignin Sulfonic Acid, Zinc, Manganese & Iron Salts"
3265,Lignoflex
2642,Ligroin
977,Lime
358,Lime-Sulfur
979,Limonene
2643,Limonia 19-11189
2239,Linalool
359,Lindane
1520,Linear Alkyl Sulfonate
1836,"Linear Alkyl Sulfonate, Potassium Salt"
3930,"Linear Primary Alcohols, C12-C15"
1157,Linoleic Acid
2005,Linolenic Acid
2644,"Linseed Oil, Boiled"
3526,"Linseed Oil, Polymer With Maleic Anhydride And Tung Oil"
2645,Linseed Oil With Driers
2646,Linseed-Soya Alkyd Resin
361,Linuron
1301,Lion Waste
3924,Lithium Carbonate
5318,Lithium Chloride
3267,Lithium Hydroxide
922,Lithium Hypochlorite
3268,Lithium Perchlorate
5678,Lithium (Perfluoro Octane) Sulfonate
2647,Locust Bean Gum
2648,Long Oil Alkyd 5070
5252,Low Molecular Weight Paraffinic Oil
2649,Lubrizol 544
2650,Lubrizol 8052a
2651,Luna Yellow Nb-L 1270
3867,Luviset Cap
5789,Lysophosphatidyl Ethanolamine
2652,Macroplast Uk 8202/Uk 5400
2653,Macroplast Vax-11688/Uk 5400
2654,Magnesium Carbonate
365,Magnesium Chloride
2655,"Magnesium Chloride, Hexahydrate"
1718,Magnesium Lauryl Sulfate
3679,Magnesium Lime
3269,Magnesium Nitrate
2656,Magnesium Oxide
2085,Magnesium Phosphide
2657,Magnesium Pyrithione
2658,Magnesium Silicate
3270,Magnesium Stearate
1339,Magnesium Sulfate
366,Malachite Green
4076,Malaoxon
367,Malathion
